URL,Title,Localisation,Price,Chambre,Salle de bain,Type,Secteur,Salons,Surface habitable,Age de bien,Etage,Frais de syndic,Ascenseur,Balcon,Chauffage,Climatisation,Concierge,Cuisine equipee,Duplex,Meuble,Parking,Securite,Terrasse
https://www.avito.ma/fr/a%C3%AFn_chock/appartements/appartement_a_vendre__55720815.htm,appartement a vendre,Casablanca,PRIX NON SPÉCIFIÉ,2,1,Vendre,Aïn Chock,1.0,58.0,11-20 ans,3,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/quartier_de_l'oc%C3%A9an/appartements/Appartement_%C3%A0_vendre_75_m%C2%B2_%C3%A0_Rabat_55720801.htm,Appartement à vendre 75 m² à Rabat,Rabat,1 200 000 DH,1,2,Vendre,Quartier de l'Océan,1.0,75.0,Neuf,2,200.0,oui,oui,oui,non,oui,non,non,non,oui,non,non
https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_44_m%C2%B2_%C3%A0_Casablanca_54415709.htm,Appartement à vendre 44 m² à Casablanca,Casablanca,480 000 DH,1,1,Vendre,Ain Sebaa,1.0,44.0,Neuf,Rez de chaussée,150.0,oui,non,non,non,oui,non,non,non,oui,non,oui
https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_Casablanca_55103984.htm,Appartement à vendre 70 m² à Casablanca,Casablanca,700 000 DH,3,2,Vendre,Ain Sebaa,1.0,70.0,6-10 ans,Rez de chaussée,230.0,oui,non,non,non,oui,non,non,non,oui,non,oui
https://www.avito.ma/fr/quartier_de_l'oc%C3%A9an/appartements/Appartement_neuf_a_vendre__55720736.htm,Appartement neuf a vendre,Rabat,1 300 000 DH,2,2,Vendre,Quartier de l'Océan,1.0,80.0,Neuf,2,200.0,oui,oui,non,non,oui,non,non,non,oui,non,non
https://www.avito.ma/fr/la_gironde/appartements/apt_chouka_lagironde__55623969.htm,apt chouka lagironde,Casablanca,890 000 DH,2,2,Vendre,La Gironde,1.0,94.0,6-10 ans,2,200.0,oui,oui,non,non,non,non,non,non,oui,non,non
https://www.avito.ma/fr/marjane/appartements/Appartement_meubl%C3%A9_%C3%A0_vendre___Offre_%C3%A0_ne_pas_rater_55707875.htm,Appartement meublé à vendre - Offre à ne pas rater,Tanger,1 370 000 DH,3,2,Vendre,Marjane,1.0,111.0,6-10 ans,8,200.0,oui,oui,oui,oui,oui,non,non,non,oui,non,oui
https://www.avito.ma/fr/hay_salam/appartements/Appartement_a_vendre_pr%C3%A8s_de_la_province_sal%C3%A9__55720275.htm,Appartement a vendre près de la province salé,Salé,1 100 000 DH,2,1,Vendre,Hay Salam,2.0,130.0,11-20 ans,2,,non,oui,non,non,oui,non,non,non,non,non,oui
https://www.avito.ma/fr/triangle_d'or/appartements/__APPARTEMENT_4CH_SL_A_VENDRE_A_SIJILMASSI_54723258.htm,APPARTEMENT 4CH SL A VENDRE A SIJILMASSI,Casablanca,4 400 000 DH,4,3,Vendre,Triangle d'Or,1.0,260.0,,2,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/hay_essalam/appartements/appartement_a_vendre__55719828.htm,appartement a vendre,El Jadida,400 000 DH,2,1,Vendre,Hay Essalam,1.0,54.0,1-5 ans,2,,oui,non,non,non,oui,non,non,non,oui,non,non
https://www.avito.ma/fr/mimosas/appartements/Appartements_haut_standing_55719607.htm,Appartements haut standing,Kénitra,PRIX NON SPÉCIFIÉ,2,1,Vendre,Mimosas,2.0,155.0,Neuf,Rez de chaussée,150.0,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/el_houda/appartements/appartement_a_vendre__55719457.htm,appartement a vendre,Agadir,460 000 DH,1,1,Vendre,El Houda,1.0,52.0,Neuf,1,18.0,non,oui,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/el_houda/appartements/appartement_a_vendre__55719457.htm,appartement a vendre,Agadir,460 000 DH,1,1,Vendre,El Houda,1.0,52.0,Neuf,1,18.0,non,oui,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/val_fleuri/appartements/Appartement_%C3%A0_vendre_134_m%C2%B2_%C3%A0_Casablanca_55588377.htm,Appartement à vendre 134 m² à Casablanca,Casablanca,1 800 000 DH,3,2,Vendre,Val Fleuri,2.0,134.0,6-10 ans,4,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/a%C3%AFn_borja/appartements/Appartement_%C3%A0_vendre_217_m%C2%B2_%C3%A0_Casablanca_55595022.htm,Appartement à vendre 217 m² à Casablanca,Casablanca,1 400 000 DH,3,2,Vendre,Aïn Borja,3.0,147.0,11-20 ans,6,150.0,oui,oui,non,non,non,non,non,non,oui,non,oui
https://www.avito.ma/fr/sidi_allal_el_bahraoui/appartements/Appartement_%C3%A0_vendre_60_m%C2%B2_55719070.htm,Appartement à vendre 60 m²,Sidi Allal El Bahraoui,390 000 DH,2,1,Vendre,Toute la ville,1.0,60.0,Neuf,1,,non,oui,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/hay_riad/appartements/Tres_jolie_appartement_a_vendre_a_hay_riad_55719001.htm,Tres jolie appartement a vendre a hay riad,Rabat,2 800 000 DH,3,2,Vendre,Hay Riad,2.0,134.0,11-20 ans,2,2500.0,non,non,oui,non,oui,non,non,non,oui,non,non
https://www.avito.ma/fr/nouaceur/appartements/Appartement_%C3%A0_vendre_a_nouaceur__55718985.htm,Appartement à vendre a nouaceur,Nouaceur,1 230 000 DH,3,2,Vendre,Toute la ville,1.0,127.0,1-5 ans,2,,oui,oui,oui,oui,non,non,non,non,oui,non,non
https://www.avito.ma/fr/agdal/appartements/Appartement_a_vendre_a_avenue_hassan_2_55718984.htm,Appartement a vendre a avenue hassan 2,Rabat,1 703 000 DH,3,2,Vendre,Agdal,2.0,131.0,11-20 ans,1,200.0,oui,non,oui,non,oui,non,non,non,non,non,oui
https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_47_m%C2%B2_%C3%A0_OULFA_Casablanca__55718910.htm,Appartement à vendre 47 m² à OULFA Casablanca,Casablanca,360 000 DH,1,1,Vendre,Oulfa,1.0,47.0,1-5 ans,Rez de chaussée,50.0,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/guich_oudaya/appartements/Appartement_a_Vendre_%C3%A0_Temara__55593870.htm,Appartement a Vendre à Temara,Rabat,1 500 000 DH,3,2,Vendre,Guich Oudaya,2.0,144.0,6-10 ans,1,200.0,non,oui,non,non,oui,non,non,non,oui,non,oui
https://www.avito.ma/fr/hay_riad/appartements/Appartement_%C3%A0_vendre_a_hay_Reyd_55718218.htm,Appartement à vendre a hay Reyd,Rabat,PRIX NON SPÉCIFIÉ,3,2,Vendre,Hay Riad,1.0,140.0,1-5 ans,1,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/ain_attig/appartements/bel_appartement__a_vedre_55718165.htm,bel appartement a vedre,Ain Attig,360 000 DH,3,1,Vendre,Toute la ville,0.0,50.0,1-5 ans,2,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/bourgogne/appartements/appartement_vide_pour_vendre__55718055.htm,appartement vide pour vendre,Casablanca,1 080 000 DH,2,1,Vendre,Bourgogne,1.0,81.0,,2,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/2_mars/appartements/CMN_MA_1782___Appartement_%C3%A0_vendre_%C3%A0_2_Mars_55717848.htm,CMN-MA-1782 - Appartement à vendre à 2 Mars,Casablanca,1 800 000 DH,3,2,Vendre,2 Mars,,154.0,,5,,oui,oui,non,non,non,non,non,non,non,non,oui
https://www.avito.ma/fr/autre_secteur/appartements/A_VENDRE_UNE_APPARTEMENT__PREMIER_ETAGE_55507098.htm,A VENDRE UNE APPARTEMENT PREMIER ETAGE,Meknès,560 000 DH,3,2,Vendre,Autre secteur,2.0,84.0,1-5 ans,1,,non,non,non,oui,non,non,non,non,non,non,non
https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_79_m%C2%B2_avec_piscine_%C3%A0_Gueliz_32297476.htm,Appartement 79 m² avec piscine à Gueliz,Marrakech,711 000 DH,2,2,Vendre,Guéliz,1.0,79.0,Neuf,3,300.0,oui,non,non,non,non,non,non,non,oui,non,non
https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_81_m%C2%B2_avec_piscine_%C3%A0_Gueliz_34378506.htm,Appartement 81 m² avec piscine à Gueliz,Marrakech,769 500 DH,2,1,Vendre,Guéliz,1.0,81.0,,3,300.0,oui,non,non,non,non,non,non,non,oui,non,non
https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_77_m%C2%B2_avec_piscine_a_gueliz__32857876.htm,Appartement à 77 m² avec piscine a gueliz,Marrakech,693 000 DH,1,2,Vendre,Guéliz,1.0,77.0,Neuf,3,300.0,oui,non,non,non,non,non,non,non,oui,non,non
https://www.avito.ma/vi/55658309.htm,Appartement à vendre 108 m² à Nouaceur,Nouaceur,1 039 000 DH,2,2,Vendre,Toute la ville,2.0,108.0,6-10 ans,2,350.0,oui,oui,non,oui,oui,non,non,non,oui,non,non
https://www.avito.ma/vi/55462984.htm,Appartement à vendre 95 m² à Mohammedia,Mohammedia,1 470 000 DH,2,1,Vendre,Mimosas,1.0,95.0,Neuf,2,400.0,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_77_m%C2%B2_avec_pisince_a_geuliz__32340535.htm,Appartement à 77 m² avec pisince a geuliz,Marrakech,685 300 DH,2,1,Louer,Guéliz,1.0,77.0,,Rez de chaussée,300.0,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/asilah/appartements/Appartement_%C3%A0_vendre_60_m%C2%B2_%C3%A0_Asilah_54024798.htm,Appartement à vendre 60 m² à Asilah,Asilah,899 000 DH,1,1,Vendre,Toute la ville,1.0,60.0,6-10 ans,1,,non,oui,non,non,non,non,non,non,oui,non,oui
https://www.avito.ma/fr/hay_dakhla/appartements/Appartement_%C3%A0_vendre_145_m%C2%B2_%C3%A0_Agadir_55717522.htm,Appartement à vendre 145 m² à Agadir,Agadir,PRIX NON SPÉCIFIÉ,1,1,Vendre,Hay Dakhla,2.0,145.0,,2,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_%C3%A0_vendre_117_m%C2%B2_%C3%A0_Agadir_55717356.htm,Appartement à vendre 117 m² à Agadir,Agadir,1 200 000 DH,3,2,Vendre,Hay Mohammadi,1.0,117.0,Neuf,1,,non,oui,non,non,non,non,non,non,non,non,oui
https://www.avito.ma/fr/wifak/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_Temara_55568509.htm,Appartement à vendre 70 m² à Temara,Temara,750 000 DH,1,2,Vendre,Wifak,1.0,70.0,6-10 ans,2,200.0,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/touilaa_foqia/appartements/Appartement_%C3%A0_vendre_75_m%C2%B2_%C3%A0_T%C3%A9touan_55198220.htm,Appartement à vendre 75 m² à Tétouan,Tétouan,550 000 DH,3,2,Vendre,Touilaa Foqia,1.0,75.0,1-5 ans,3,100.0,non,oui,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/derb_omar/appartements/Appartement_%C3%A0_vendre_Casablanca_55716982.htm,Appartement à vendre Casablanca,Casablanca,PRIX NON SPÉCIFIÉ,3,2,Vendre,Derb Omar,1.0,95.0,,1,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_97_m%C2%B2_%C3%A0_hay_mohammadi_Agadir_55208500.htm,Appartement 97 m² à hay mohammadi Agadir,Agadir,PRIX NON SPÉCIFIÉ,3,2,Vendre,Hay Mohammadi,1.0,97.0,,4,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/ville_nouvelle/appartements/Appartement_%C3%A0_vendre_126_m%C2%B2_%C3%A0_Mekn%C3%A8s_55619549.htm,Appartement à vendre 126 m² à Meknès,Meknès,1 050 000 DH,3,2,Vendre,Ville Nouvelle,2.0,126.0,1-5 ans,3,250.0,oui,oui,non,oui,oui,non,non,non,oui,non,oui
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_54_m%C2%B2_%C3%A0_Agadir_55716644.htm,Appartement à vendre 54 m² à Agadir,Agadir,460 000 DH,2,1,Vendre,Autre secteur,1.0,54.0,,3,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_64_m%C2%B2_%C3%A0_Rabat_55716546.htm,Appartement à vendre 64 m² à Rabat,Rabat,1 280 000 DH,1,2,Vendre,Agdal,1.0,64.0,1-5 ans,2,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/plage_oued_cherrat/appartements/Appartement__haut_standing_a_BOUZNIKA_PLAGE_55658677.htm,Appartement haut standing a BOUZNIKA PLAGE,Bouznika,2 650 000 DH,3,3,Vendre,Plage Oued Cherrat,1.0,100.0,11-20 ans,1,600.0,non,oui,oui,oui,non,non,non,non,non,non,oui
https://www.avito.ma/fr/agdal/appartements/appartement_114m2_a_Agdal_55715742.htm,appartement 114m2 a Agdal,Rabat,PRIX NON SPÉCIFIÉ,3,3,Vendre,Agdal,2.0,114.0,11-20 ans,4,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/tassila/appartements/Appartement_%C3%A0_vendre_54_m%C2%B2_%C3%A0_Agadir_55715443.htm,Appartement à vendre 54 m² à Agadir,Agadir,690 000 DH,2,1,Vendre,Tassila,1.0,54.0,1-5 ans,1,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/al_qods/appartements/appartement_a_Hay_al_Qods_Casablanca_%C3%A0_vendre__55715034.htm,appartement a Hay al Qods Casablanca à vendre,Casablanca,730 000 DH,3,2,Vendre,Al Qods,1.0,88.0,11-20 ans,1,,non,oui,non,non,non,non,non,non,oui,non,oui
https://www.avito.ma/fr/diour_jamaa/appartements/Appartement_%C3%A0_vendre_a_diour_jamaa_55714994.htm,Appartement à vendre a diour jamaa,Rabat,1 950 000 DH,3,2,Vendre,Diour Jamaa,2.0,190.0,,4,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Casablanca_55714981.htm,Appartement à vendre 50 m² à Casablanca,Casablanca,350 000 DH,2,1,Vendre,Sidi Bernoussi,1.0,50.0,11-20 ans,2,50.0,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_56_m%C2%B2_%C3%A0_Casablanca_55714058.htm,Appartement à vendre 56 m² à Casablanca,Casablanca,260 000 DH,2,1,Vendre,Oulfa,1.0,56.0,6-10 ans,3,50.0,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/autre_secteur/appartements/Apparte__mhamid_9___100_m%C2%B2_5_pi%C3%A8ces__55109236.htm,Apparte mhamid 9 100 m² 5 pièces,Marrakech,PRIX NON SPÉCIFIÉ,2,1,Vendre,Autre secteur,2.0,100.0,Neuf,Rez de chaussée,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/les_orangers/appartements/RJD_a_vendre__55685386.htm,RJD a vendre,Rabat,6 000 000 DH,3,3,Vendre,Les Orangers,2.0,160.0,6-10 ans,Rez de chaussée,,non,non,non,non,oui,non,non,non,oui,non,oui
https://www.avito.ma/fr/maamora/appartements/Appartement_par_Etage_%C3%A0_Vendre__55713413.htm,Appartement par Etage à Vendre,Kénitra,1 150 000 DH,3,2,Vendre,Maamora,1.0,108.0,6-10 ans,6,100.0,oui,oui,non,oui,non,non,non,non,oui,non,oui
https://www.avito.ma/fr/hay_charaf/appartements/appartement_a_vendre_hay_fadal__55713397.htm,appartement a vendre hay fadal,Marrakech,410 000 DH,2,1,Vendre,Hay Charaf,1.0,62.0,6-10 ans,Rez de chaussée,100.0,non,non,oui,oui,oui,non,non,non,non,non,non
https://www.avito.ma/fr/mabrouka/appartements/appartement_a_vendre_mabrouka__55713179.htm,appartement a vendre mabrouka,Marrakech,400 000 DH,2,1,Vendre,Mabrouka,1.0,56.0,6-10 ans,1,100.0,oui,oui,oui,oui,oui,non,non,non,non,non,non
https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_%C3%A0_vendre_%C3%A0_Casablanca_55713109.htm,Appartement à vendre à Casablanca,Casablanca,285 000 DH,2,1,Vendre,Sidi Bernoussi,1.0,,6-10 ans,4,50.0,non,non,non,non,non,non,non,non,oui,non,non
https://www.avito.ma/fr/saidia/appartements/Appartement_%C3%A0_vendre_65_m%C2%B2_%C3%A0_Saidia_55154787.htm,Appartement à vendre 65 m² à Saidia,Saidia,420 000 DH,2,1,Vendre,Toute la ville,1.0,65.0,Neuf,2,,non,oui,non,non,non,non,non,non,non,non,oui
https://www.avito.ma/fr/saidia/appartements/Appartement_%C3%A0_vendre_90_m%C2%B2_%C3%A0_Saidia_31715488.htm,Appartement à vendre 90 m² à Saidia,Saidia,PRIX NON SPÉCIFIÉ,2,1,Vendre,Toute la ville,1.0,90.0,Neuf,1,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_250_m%C2%B2_%C3%A0_Casablanca_55712564.htm,Appartement à vendre 250 m² à Casablanca,Casablanca,3 250 000 DH,3,3,Vendre,2 Mars,3.0,250.0,6-10 ans,5,300.0,oui,oui,non,oui,oui,non,non,non,oui,non,non
https://www.avito.ma/fr/sidi_maarouf/appartements/_Appartement_%C3%89quip%C3%A9_%C3%A0_Vendre_%C3%A0_Sidi_Maarouf_55712536.htm,Appartement Équipé à Vendre à Sidi Maarouf,Casablanca,580 000 DH,2,1,Vendre,Sidi Maarouf,1.0,65.0,6-10 ans,3,100.0,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/saidia/appartements/Appartement_%C3%A0_vendre_%C3%A0_Saidia_3_chambres_salon_41053021.htm,Appartement à vendre à Saidia 3 chambres salon,Saidia,PRIX NON SPÉCIFIÉ,2,1,Vendre,Toute la ville,1.0,72.0,Neuf,1,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/centre/appartements/Appartement_a_vendre__55712408.htm,Appartement a vendre,Kénitra,790 000 DH,2,1,Vendre,Centre,1.0,100.0,21+ ans,2,100.0,non,oui,non,non,oui,non,non,non,non,non,non
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_64_m%C2%B2_%C3%A0_Casablanca_55712402.htm,Appartement à vendre 64 m² à Casablanca,Casablanca,440 000 DH,2,1,Vendre,Autre secteur,1.0,64.0,11-20 ans,2,50.0,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/californie/appartements/Appartement_144_m%C2%B2_%C3%A0_californie_55678493.htm,Appartement 144 m² à californie,Casablanca,2 400 000 DH,3,2,Vendre,Californie,2.0,144.0,1-5 ans,3,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/hay_al_horria/appartements/Appartement_%C3%A0_vendre_127_m%C2%B2_%C3%A0_Mohammedia_54222821.htm,Appartement à vendre 127 m² à Mohammedia,Mohammedia,PRIX NON SPÉCIFIÉ,3,2,Vendre,Hay Al Horria,2.0,127.0,11-20 ans,3,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/hay_hassani/appartements/Appartement_%C3%A0_vendre_a_44_millions_seulement_55454082.htm,Appartement à vendre a 44 millions seulement,Tanger,440 000 DH,2,1,Vendre,Hay Hassani,1.0,73.0,,2,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/jbel_kbir/appartements/Appart_a_jbel_kbir_a_vendre__55499718.htm,Appart a jbel kbir a vendre,Tanger,3 300 000 DH,2,2,Vendre,Jbel Kbir,2.0,135.0,,1,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/vi/55630439.htm,Appartement à vendre 120 m² à Agadir,Agadir,1 200 000 DH,2,2,Vendre,Amicales,1.0,120.0,6-10 ans,4,200.0,oui,oui,non,non,oui,non,non,non,oui,non,oui
https://www.avito.ma/vi/55462984.htm,Appartement à vendre 95 m² à Mohammedia,Mohammedia,1 470 000 DH,2,1,Vendre,Mimosas,1.0,95.0,Neuf,2,400.0,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/hamza/appartements/Appartement_%C3%A0_vendre_pr%C3%A8s_de_la_gare_%C3%A0_Bouznika_52829673.htm,Appartement à vendre près de la gare à Bouznika,Bouznika,495 000 DH,2,1,Vendre,Hamza,1.0,66.0,Neuf,2,,oui,oui,oui,oui,oui,non,oui,non,oui,non,oui
https://www.avito.ma/fr/sidi_moussa/appartements/appartement_a_vendre_3_chanbre_eljadida__55711905.htm,appartement a vendre 3 chanbre eljadida,El Jadida,530 000 DH,3,1,Vendre,Sidi Moussa,1.0,82.0,,3,,oui,non,non,non,non,non,non,non,oui,non,non
https://www.avito.ma/fr/centre_ville/appartements/Appart_2ch_sal_blc_85m2_A_Vendre_au_centre_ville_52030539.htm,Appart 2ch sal blc 85m2 A Vendre au centre ville,Casablanca,850 000 DH,2,1,Vendre,Centre Ville,1.0,80.0,,4,,oui,oui,non,non,oui,non,non,non,non,non,oui
https://www.avito.ma/fr/al_qods/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_Casablanca_55711678.htm,Appartement à vendre 70 m² à Casablanca,Casablanca,700 000 DH,2,2,Vendre,Al Qods,1.0,70.0,6-10 ans,4,150.0,oui,oui,non,non,oui,non,non,non,oui,non,oui
https://www.avito.ma/fr/riad_oulad_mtaa/appartements/apparemment_a_vendre_riad_olad_mtaa_55711096.htm,apparemment a vendre riad olad mtaa,Temara,1 200 000 DH,3,1,Vendre,Riad Oulad Mtaa,1.0,91.0,6-10 ans,4,,non,oui,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/bir_rami/appartements/Appartement_%C3%A0_vendre_60_m%C2%B2_%C3%A0_K%C3%A9nitra_55710860.htm,Appartement à vendre 60 m² à Kénitra,Kénitra,360 000 DH,2,1,Vendre,Bir Rami,1.0,60.0,1-5 ans,4,100.0,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/azzouzia/appartements/Appartement_a_vendre_avec_climatisation__55710757.htm,Appartement a vendre avec climatisation,Marrakech,450 000 DH,2,1,Vendre,Azzouzia,1.0,67.0,6-10 ans,2,100.0,non,non,non,oui,oui,non,non,non,oui,non,non
https://www.avito.ma/fr/californie/appartements/VENTE_APPARTEMENT_CHOKA__MAKHLOUF___55710692.htm,VENTE APPARTEMENT CHOKA MAKHLOUF .,Casablanca,760 000 DH,3,2,Vendre,Californie,1.0,120.0,6-10 ans,2,100.0,non,oui,oui,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/bir_rami/appartements/Appartement_%C3%A0_vendre_59_m%C2%B2_%C3%A0_K%C3%A9nitra_55710686.htm,Appartement à vendre 59 m² à Kénitra,Kénitra,360 000 DH,2,1,Vendre,Bir Rami,1.0,59.0,1-5 ans,4,100.0,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/oulfa/appartements/Appat_haut_St__80_m2_r%C3%A9sid__Ferm%C3%A9e_oulfa_55710673.htm,Appat haut St. 80 m2 résid. Fermée oulfa,Casablanca,980 000 DH,2,2,Vendre,Oulfa,1.0,80.0,,2,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/branes_2/appartements/Appartement_en_plein_centre_ville_%C3%A0_vendre__55710624.htm,Appartement en plein centre ville à vendre,Tanger,1 700 000 DH,3,2,Vendre,Branes 2,1.0,117.0,1-5 ans,3,200.0,oui,oui,non,non,oui,non,non,non,oui,non,non
https://www.avito.ma/fr/branes_2/appartements/Appartement_tr%C3%A8s_bien_situ%C3%A9_%C3%A0_vendre__55710525.htm,Appartement très bien situé à vendre,Tanger,1 700 000 DH,3,2,Vendre,Branes 2,1.0,117.0,1-5 ans,3,200.0,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/hay_essalam/appartements/Appartement_a_vendre__55710112.htm,Appartement a vendre,El Jadida,PRIX NON SPÉCIFIÉ,3,2,Vendre,Hay Essalam,1.0,107.0,1-5 ans,2,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/route_de_safi/appartements/Appartement_%C3%A0_vendre_60_m%C2%B2_%C3%A0__Route_de_safi__30911984.htm,Appartement à vendre 60 m² à Route de safi,Marrakech,350 000 DH,1,1,Vendre,Route de Safi,1.0,60.0,,3,,non,non,non,non,non,non,non,non,non,non,oui
https://www.avito.ma/fr/martil/appartements/Appartement_%C3%A0_vendre_65_m%C2%B2_%C3%A0_Martil_55710017.htm,Appartement à vendre 65 m² à Martil,Martil,350 000 DH,2,1,Vendre,Toute la ville,1.0,65.0,Neuf,4,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/appartement_de_luxe_%C3%A0_vendre_54981918.htm,appartement de luxe à vendre,Casablanca,980 000 DH,2,2,Vendre,Belvédère,1.0,71.0,1-5 ans,7+,,oui,oui,non,oui,non,non,non,non,oui,non,non
https://www.avito.ma/fr/plage_oued_cherrat/appartements/appartement_a_vendre_bouznika__55709755.htm,"appartement a vendre,bouznika",Bouznika,PRIX NON SPÉCIFIÉ,2,2,Vendre,Plage Oued Cherrat,1.0,60.0,,Rez de chaussée,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/av_mohammed_vi/appartements/appartement_3_chambres_a_vendre__55709659.htm,appartement 3 chambres a vendre,Marrakech,2 300 000 DH,3,2,Vendre,Av Mohammed VI,1.0,96.0,1-5 ans,1,,oui,oui,oui,oui,oui,non,oui,non,oui,non,oui
https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_%C3%A0_vendre_51_m%C2%B2_%C3%A0_Casablanca_55709175.htm,Appartement à vendre 51 m² à Casablanca,Casablanca,PRIX NON SPÉCIFIÉ,3,2,Vendre,Sidi Bernoussi,1.0,51.0,11-20 ans,1,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/mers_sultan/appartements/Appartement_%C3%A0_vendre_103_m%C2%B2_%C3%A0_Zerktouni_Casablanca_55709025.htm,Appartement à vendre 103 m² à Zerktouni Casablanca,Casablanca,980 000 DH,2,1,Vendre,Mers Sultan,2.0,103.0,,4,100.0,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/al_moustakbal/appartements/Appartement_%C3%A0_vendre_77_m%C2%B2_%C3%A0_Temara_55709008.htm,Appartement à vendre 77 m² à Temara,Temara,230 000 DH,2,1,Vendre,Al Moustakbal,1.0,77.0,6-10 ans,2,150.0,non,oui,non,oui,oui,non,oui,non,oui,non,oui
https://www.avito.ma/fr/les_portes_de_marrakech/appartements/_appartement__55708908.htm,appartement,Marrakech,PRIX NON SPÉCIFIÉ,2,1,Vendre,Les Portes de Marrakech,1.0,60.0,,1,,non,non,non,non,non,non,non,non,non,non,non
https://www.avito.ma/fr/ain_el_hayat/appartements/Appartement_%C3%A0_louer_70_m%C2%B2_%C3%A0_Skhirat_55708892.htm,Appartement à louer 70 m² à Skhirat,Skhirat,6 000 DH,2,1,Louer,Ain el Hayat,2.0,70.0,,Rez de chaussée,200.0,non,non,non,non,non,non,non,non,non,non,non
